ClassCode,UcCode,Weekday,StartHour,Duration,Type
2LEIC02,L.EIC014,Friday,14,2,T
2LEIC03,L.EIC014,Friday,14,2,T
2LEIC04,L.EIC014,Friday,14,2,T
2LEIC05,L.EIC014,Friday,14,2,T
2LEIC06,L.EIC014,Friday,14,2,T
2LEIC07,L.EIC014,Friday,14,2,T
2LEIC08,L.EIC014,Friday,14,2,T
2LEIC09,L.EIC014,Friday,16,2,T
2LEIC10,L.EIC014,Friday,16,2,T
2LEIC11,L.EIC014,Friday,16,2,T
2LEIC12,L.EIC014,Friday,16,2,T
2LEIC13,L.EIC014,Friday,16,2,T
2LEIC14,L.EIC014,Friday,16,2,T
2LEIC15,L.EIC014,Friday,16,2,T
2LEIC16,L.EIC014,Friday,16,2,T
2LEIC01,L.EIC015,Friday,16,2,TP
2LEIC02,L.EIC015,Wednesday,11,2,TP
2LEIC03,L.EIC015,Monday,17,2,TP
2LEIC04,L.EIC015,Monday,17,2,TP
2LEIC05,L.EIC015,Tuesday,8.5,2,TP
2LEIC06,L.EIC015,Tuesday,8.5,2,TP
2LEIC07,L.EIC015,Wednesday,11,2,TP
2LEIC08,L.EIC015,Wednesday,11,2,TP
2LEIC09,L.EIC015,Tuesday,10.5,2,TP
2LEIC10,L.EIC015,Tuesday,10.5,2,TP
2LEIC11,L.EIC015,Thursday,17.5,2,TP
2LEIC12,L.EIC015,Friday,14,2,TP
2LEIC13,L.EIC015,Wednesday,8.5,2,TP
2LEIC14,L.EIC015,Monday,14.5,2,TP
2LEIC15,L.EIC015,Wednesday,8.5,2,TP
2LEIC01,L.EIC015,Monday,14,2,T
2LEIC02,L.EIC015,Monday,14,2,T
2LEIC03,L.EIC015,Monday,14,2,T
2LEIC04,L.EIC015,Monday,14,2,T
2LEIC05,L.EIC015,Monday,14,2,T
2LEIC06,L.EIC015,Monday,14,2,T
2LEIC07,L.EIC015,Monday,14,2,T
2LEIC08,L.EIC015,Monday,14,2,T
2LEIC09,L.EIC015,Thursday,15.5,2,T
2LEIC10,L.EIC015,Thursday,15.5,2,T
2LEIC11,L.EIC015,Thursday,15.5,2,T
2LEIC12,L.EIC015,Thursday,15.5,2,T
2LEIC13,L.EIC015,Thursday,15.5,2,T
2LEIC14,L.EIC015,Thursday,15.5,2,T
2LEIC15,L.EIC015,Thursday,15.5,2,T
3LEIC01,L.EIC021,Thursday,8.5,2,TP
3LEIC02,L.EIC021,Wednesday,10.5,2,TP
3LEIC03,L.EIC021,Tuesday,8.5,2,TP
3LEIC04,L.EIC021,Tuesday,8.5,2,TP
3LEIC05,L.EIC021,Friday,10.5,2,TP
3LEIC06,L.EIC021,Monday,10.5,2,TP
3LEIC08,L.EIC021,Monday,14,2,TP
3LEIC09,L.EIC021,Monday,14,2,TP
3LEIC10,L.EIC021,Wednesday,8,2,TP
3LEIC11,L.EIC021,Thursday,10.5,2,TP
3LEIC12,L.EIC021,Wednesday,8.5,2,TP
3LEIC14,L.EIC021,Friday,8.5,2,TP
3LEIC08,L.EIC021,Monday,16,1,T
3LEIC09,L.EIC021,Monday,16,1,T
3LEIC10,L.EIC021,Monday,16,1,T
3LEIC11,L.EIC021,Monday,16,1,T
3LEIC12,L.EIC021,Monday,16,1,T
3LEIC14,L.EIC021,Monday,16,1,T
3LEIC08,L.EIC021,Wednesday,11.5,1,T
3LEIC09,L.EIC021,Wednesday,11.5,1,T
3LEIC10,L.EIC021,Wednesday,11.5,1,T
3LEIC11,L.EIC021,Wednesday,11.5,1,T
3LEIC12,L.EIC021,Wednesday,11.5,1,T
3LEIC14,L.EIC021,Wednesday,11.5,1,T
3LEIC01,L.EIC021,Friday,9.5,1,T
3LEIC02,L.EIC021,Friday,9.5,1,T
3LEIC03,L.EIC021,Friday,9.5,1,T
3LEIC04,L.EIC021,Friday,9.5,1,T
3LEIC05,L.EIC021,Friday,9.5,1,T
3LEIC06,L.EIC021,Friday,9.5,1,T
3LEIC01,L.EIC021,Wednesday,9.5,1,T
3LEIC02,L.EIC021,Wednesday,9.5,1,T
3LEIC03,L.EIC021,Wednesday,9.5,1,T
3LEIC04,L.EIC021,Wednesday,9.5,1,T
3LEIC05,L.EIC021,Wednesday,9.5,1,T
3LEIC06,L.EIC021,Wednesday,9.5,1,T
3LEIC01,L.EIC022,Friday,10.5,1.5,TP
3LEIC02,L.EIC022,Monday,10.5,1.5,TP
3LEIC03,L.EIC022,Thursday,9,1.5,TP
3LEIC04,L.EIC022,Friday,10.5,1.5,TP
3LEIC05,L.EIC022,Wednesday,10.5,1.5,TP
3LEIC06,L.EIC022,Tuesday,9,1.5,TP
3LEIC07,L.EIC022,Tuesday,9,1.5,TP
3LEIC08,L.EIC022,Friday,9,1.5,TP
3LEIC09,L.EIC022,Tuesday,10.5,1.5,TP
3LEIC10,L.EIC022,Monday,14.5,1.5,TP
3LEIC12,L.EIC022,Friday,9,1.5,TP
3LEIC14,L.EIC022,Tuesday,10.5,1.5,TP
3LEIC08,L.EIC022,Friday,10.5,1.5,T
3LEIC09,L.EIC022,Friday,10.5,1.5,T
3LEIC10,L.EIC022,Friday,10.5,1.5,T
3LEIC12,L.EIC022,Friday,10.5,1.5,T
3LEIC14,L.EIC022,Friday,10.5,1.5,T
3LEIC01,L.EIC022,Wednesday,8,1.5,T
3LEIC02,L.EIC022,Wednesday,8,1.5,T
3LEIC03,L.EIC022,Wednesday,8,1.5,T
3LEIC04,L.EIC022,Wednesday,8,1.5,T
3LEIC05,L.EIC022,Wednesday,8,1.5,T
3LEIC06,L.EIC022,Wednesday,8,1.5,T
3LEIC07,L.EIC022,Wednesday,8,1.5,T
3LEIC01,L.EIC023,Wednesday,10.5,2,PL
3LEIC02,L.EIC023,Tuesday,8.5,2,PL
3LEIC03,L.EIC023,Monday,10.5,2,PL
3LEIC04,L.EIC023,Thursday,8.5,2,PL
3LEIC05,L.EIC023,Thursday,8.5,2,PL
3LEIC06,L.EIC023,Friday,10.5,2,PL
3LEIC07,L.EIC023,Friday,10.5,2,PL
3LEIC08,L.EIC023,Thursday,10.5,2,PL
3LEIC09,L.EIC023,Wednesday,8.5,2,PL
3LEIC10,L.EIC023,Friday,8.5,2,PL
3LEIC11,L.EIC023,Tuesday,10.5,2,PL
3LEIC12,L.EIC023,Thursday,10.5,2,PL
3LEIC13,L.EIC023,Tuesday,10.5,2,PL
3LEIC14,L.EIC023,Thursday,10.5,2,PL
3LEIC08,L.EIC023,Monday,10.5,2,T
3LEIC09,L.EIC023,Monday,10.5,2,T
3LEIC10,L.EIC023,Monday,10.5,2,T
3LEIC11,L.EIC023,Monday,10.5,2,T
3LEIC12,L.EIC023,Monday,10.5,2,T
3LEIC13,L.EIC023,Monday,10.5,2,T
3LEIC14,L.EIC023,Monday,10.5,2,T
3LEIC01,L.EIC023,Monday,8.5,2,T
3LEIC02,L.EIC023,Monday,8.5,2,T
3LEIC03,L.EIC023,Monday,8.5,2,T
3LEIC04,L.EIC023,Monday,8.5,2,T
3LEIC05,L.EIC023,Monday,8.5,2,T
3LEIC06,L.EIC023,Monday,8.5,2,T
3LEIC07,L.EIC023,Monday,8.5,2,T
3LEIC01,L.EIC024,Monday,10.5,2,TP
3LEIC02,L.EIC024,Thursday,8.5,2,TP
3LEIC03,L.EIC024,Friday,10.5,2,TP
3LEIC04,L.EIC024,Wednesday,10.5,2,TP
3LEIC05,L.EIC024,Tuesday,8.5,2,TP
3LEIC06,L.EIC024,Thursday,8.5,2,TP
3LEIC08,L.EIC024,Wednesday,8.5,2,TP
3LEIC09,L.EIC024,Thursday,10.5,2,TP
3LEIC10,L.EIC024,Tuesday,10.5,2,TP
3LEIC11,L.EIC024,Friday,8.5,2,TP
3LEIC12,L.EIC024,Monday,14,2,TP
3LEIC08,L.EIC024,Tuesday,8.5,2,T
3LEIC09,L.EIC024,Tuesday,8.5,2,T
3LEIC10,L.EIC024,Tuesday,8.5,2,T
3LEIC11,L.EIC024,Tuesday,8.5,2,T
3LEIC12,L.EIC024,Tuesday,8.5,2,T
3LEIC01,L.EIC024,Tuesday,10.5,2,T
3LEIC02,L.EIC024,Tuesday,10.5,2,T
3LEIC03,L.EIC024,Tuesday,10.5,2,T
3LEIC04,L.EIC024,Tuesday,10.5,2,T
3LEIC05,L.EIC024,Tuesday,10.5,2,T
3LEIC06,L.EIC024,Tuesday,10.5,2,T
3LEIC01,L.EIC025,Tuesday,8.5,2,TP
3LEIC02,L.EIC025,Friday,10.5,2,TP
3LEIC03,L.EIC025,Wednesday,13.5,2,TP
3LEIC04,L.EIC025,Monday,15.5,2,TP
3LEIC05,L.EIC025,Monday,10.5,2,TP
3LEIC06,L.EIC025,Wednesday,10.5,2,TP
3LEIC07,L.EIC025,Thursday,8.5,2,TP
3LEIC08,L.EIC025,Tuesday,13.5,2,TP
3LEIC09,L.EIC025,Friday,8.5,2,TP
3LEIC10,L.EIC025,Thursday,10.5,2,TP
3LEIC11,L.EIC025,Wednesday,8.5,2,TP
3LEIC12,L.EIC025,Tuesday,10.5,2,TP
3LEIC13,L.EIC025,Thursday,13.5,2,TP
3LEIC14,L.EIC025,Monday,8.5,2,TP
3LEIC15,L.EIC025,Monday,13.5,2,TP
3LEIC08,L.EIC025,Thursday,8.5,2,T
3LEIC09,L.EIC025,Thursday,8.5,2,T
3LEIC10,L.EIC025,Thursday,8.5,2,T
3LEIC11,L.EIC025,Thursday,8.5,2,T
3LEIC12,L.EIC025,Thursday,8.5,2,T
3LEIC13,L.EIC025,Thursday,8.5,2,T
3LEIC14,L.EIC025,Thursday,8.5,2,T
3LEIC15,L.EIC025,Thursday,8.5,2,T
3LEIC01,L.EIC025,Thursday,10.5,2,T
3LEIC02,L.EIC025,Thursday,10.5,2,T
3LEIC03,L.EIC025,Thursday,10.5,2,T
3LEIC04,L.EIC025,Thursday,10.5,2,T
3LEIC05,L.EIC025,Thursday,10.5,2,T
3LEIC06,L.EIC025,Thursday,10.5,2,T
3LEIC07,L.EIC025,Thursday,10.5,2,T
1LEIC01,UP001,Wednesday,14,1.5,TP
1LEIC02,UP001,Wednesday,14,1.5,TP
1LEIC03,UP001,Wednesday,15.5,1.5,TP
1LEIC04,UP001,Wednesday,15.5,1.5,TP
1LEIC05,UP001,Wednesday,15.5,1.5,TP
1LEIC06,UP001,Wednesday,15.5,1.5,TP
1LEIC07,UP001,Wednesday,14,1.5,TP
1LEIC08,UP001,Wednesday,14,1.5,TP
1LEIC09,UP001,Wednesday,13.5,1.5,TP
1LEIC10,UP001,Wednesday,13.5,1.5,TP
1LEIC11,UP001,Wednesday,15,1.5,TP
1LEIC12,UP001,Wednesday,15,1.5,TP
